kannada_source|lambani_target|lambani_predicted
ಎರಡು ಕುಟುಂಬಗಳ ನಡುವೆ ಸಮಾನತೆಯ ಸಂಬಂಧವಿದೆ .|ದೋಇ ಕುಟುಂಬ ಮಾಯಿ ಸಮಾನ್ ಸಂಭಂದ್ ಛ .|ದೋಇ ಪರಿವಾರೇರ್ ನಡು ಏಕ್ ಸಮಾನತೆರ ಸಂಬಂಧ ಚ .
ನಾವು ಎಷ್ಟು ಸಾಧ್ಯವೋ ಅಷ್ಟು ವೇಗವಾಗಿ ನಡೆದೆವು .|ಹಮ್ ಕತ್ರಾ ಸಾಧ್ಯ ಛ ಅತ್ರಾ ಚಾಲೆಚಾ .|ಹಮ್ ಕತ್ರಾ ವಜತರಾ ಘಣ ಜೊರ್ತಿ ಚಾಲೆಚಾ .
ನೀನು ಅವಳ ಮೇಲೆ ಇನ್ನೂ ಕೋಪಗೊಂಡಿದ್ದೀಯಾ ?|ತು ಅಬ್ ಬಿ ವೊತಿ ರಿಸ್ ಕರಮಲೋಚಿ ಕ ?|ತು ವೊಪರ್ ಅಜಿ ರಿಸ್ ಕರ್ಮಲೋಚಿ ಕ ?
ಅವರ ರಾಜೀನಾಮೆಗೆ ಒತ್ತಾಯಿಸಿದರು .|ವೊ ವೋರ ರಾಜೀನಾಮೆರ ಮಾಂಗ್ ಕಿದೆ .|ವನೂರ್ ರಾಜೀನಾಮೆನ್ ಒತ್ತಾಯ ಕಿದೆ ಛ .
ಇದನ್ನು ಜಂಟಿಯಾಗಿ ನಿಭಾಯಿಸುವ ಅಗತ್ಯವಿದೆ .|ಯೇನ ಭಳನ್ ನಿಪಟಾಯೆರ್ ಜರೂರತ್ ಚ .|ಏನ್ ಇಂಟನ್ ನಿಭಾಯಿಸೆನ್ ಅವಶ್ಯಕತೆ ಛ .
ಭಾರತದ ಸರ್ವೋಚ್ಛ ನ್ಯಾಯಾಲಯ .|ಭಾರತೇರ್ ಸರ್ವೋಚ್ಚ ನ್ಯಾಯಾಲಯ ಛ .|ಭಾರತೇರ್ ಸರ್ವೋಚ್ಚ ನ್ಯಾಯಾಲಯ ಛ .
ಆತನನ್ನು ತನ್ನ ಸಮುದಾಯದ ಜನರು ಗೇಲಿ ಮಾಡುತ್ತಾರೆ .|ವೊನ ವೋರ ಸಮುದಾಯರ ಮಾಣಸ ಚಿಡಾವಚ .|ಓನ್ ಓರ್ ಸಮುದಾಯೆರ್ ಲೋಕ್ ಗಳದ ಕರಚ .
ತೀವ್ರ ಅನಾರೋಗ್ಯವು ಸಾವಿಗೆ ಕಾರಣವಾಗಬಹುದು .|ಘಣ ಅರಾಮ್ ನ ರೀ ಕತೋ ಮರ್ ಸಕಚ್ .|ಘಣ ಆರಾಮ್ ತಪ್ಪೆನ್ ಕಾರಣ್ ವಚ್ .
ಮರಕ್ಕೆ ಕಾರು ಡಿಕ್ಕಿ ಹೊಡೆದಿದೆ .|ಕಾರ್ ಝಾಡೇನ ಡಿಕ್ಕಿ ಮಾರ್ದಿನಿ .|ಝಾಡೇನ ಕಾರ್ ಡಿಕ್ಕಿ ಮಾರ್ದಿನೀಚ .
ಆತನ ಮೇಲೆ ನಿರಂತರ ನಿಗಾ ಇಡಲಾಗಿದೆ .|ವೊಪರ್ ನಿರಂತರ್ ಅಂಕಿ ಮೇಲಮಲೆಚ .|ವೊಪರ್ ಏಕ್ ನಿರಂತರ ಆಂಖಿ ಮೇಲಚ .
ಅವನು ಅವಳ ಬಗ್ಗೆ ತುಂಬಾ ಹೆಮ್ಮೆಪಡುತ್ತಾನೆ .|ವೊನ್ ವೊರ್ ಪರ್ ಘಣ್ ಗರ್ವ್ ಚ .|ವು ವೊರ್ ಬಗ್ಗೆ ಘಣ್ ಹೆಮ್ಮೆ ಚ .
ಸ್ನಾನ ಮುಗಿದ ನಂತರ ಮತ್ತೆ ಸೂರ್ಯ ಬೆಳಗಿದನು .|ಹಂಗೊಳಿ ವೇಗಿ ಜೆರಪಚ್ ಸೂರ್ಯ ಬೆಳಗೊಚ್ .|ಹಂಗೊಳಿ ವೆಜಾವ್ ಜೆರ್ ಪಚ್ ಅಜಿ ಸುರ್ಯಾ ಖುಟೋಚ .
ಅವನು ಕೆಲಸವನ್ನು ಮುಗಿಸಲು ತಡರಾತ್ರಿಯವರೆಗೆ ಕೆಲಸ ಮಾಡಿದನು .|ವು ವೋರ ಕಾಮ್ ಖುಟಾಡೆನ್ ಘಣ ರಾತೇಲಗಾ ಕಾಮ ಕರರೊತೊ .|ಉ ಕಾಮ್ ಕರೆನ್ ಘಣ ರಾತ್ ಕಾಮ್ ಕಿದೋಚ .
ಸಶಸ್ತ್ರ ಪಡೆಗಳನ್ನು ರಾಜಕೀಯಗೊಳಿಸಬೇಡಿ .|ಆರ್ಮಿ ಫೋರ್ಸ್ ವನುನ್ ರಾಜಕೀಯಮಾಯಿ ಲಾವೊಮತ್ .|ಸಸ್ತ್ರ ರಾಜಕೀಯ ಕರ್ ಮತ್ .
ನಿಮ್ಮ ಅನುಪಸ್ಥಿತಿಯನ್ನು ನೀವು ಹೇಗೆ ಪರಿಗಣಿಸುತ್ತೀರಿ ?|ತು ಎತ್ತೋ ಕೋನಿ ಜೆರ್ ಹಿಸಾಬ್ ಕು ದೇಚೀ .|ತು ತಾರ್ ರೇನಿ ಜೋಣ ಕು ವಿಚಾರ್ ಕರೆಚಿ ?
ಹೂವು ಹಣ್ಣು ತರಕಾರಿಗಳ ಬೆಲೆ ಸ್ಥಿರವಾಗಿದೆ .|ಫೋಲ್, ಹಣ್ಣ ಅನ್ ಕಾಯಿಪಲ್ಲೆರ್ ರೇಟ್ ಬದ್ಲಿ ಹುಯಿಕೊಂತಿ .|ಫೂಲ್ ಫಳ್ ಅನ ಕಾಯಿಪಲ್ಲೆ ಸ್ಥಿರ ಚ .
ಅಂಧ ವರನು ಸಾಮಾನ್ಯ ಮನುಷ್ಯನಂತೆ ನಟಿಸಿದನು .|ಆಂದೋ ಯೆತಡು ಏಕ ಸಾಮಾನ್ಯ ಮಾಣಸ ಛ ಜು ದಿಖಾವಾ ಕಿದೋ .|ಆಂದೋ ಯೆತಡು ಛ ಜು ನಾಟಕ್ ಕಿದೋ .
ನಿಮ್ಮ ಮಕ್ಕಳ ಭವಿಷ್ಯಕ್ಕಾಗಿ ಯೋಜನೆ ರೂಪಿಸುವಿರಿ .|ತಮ್ ತಮಾರ್ ಛಿಜ್ಯಪರೇರ್ ಭವಿಷ್ಯೆರ್ ಯೋಜನೆ ಕರೊಚೊ .|ತು ತಾರ್ ಛಿಜ್ಯಪರೇರ್ ಭವಿಷ್ಯ ಸಾರು ಯೋಜನೆ ಕರೆಚಿ .
ಮನೆಯಲ್ಲಿ ನಿಮ್ಮನ್ನು ಕ್ವಾರಂಟೈನ್ ಮಾಡುವುದು ಹೇಗೆ ?|ಘರೆಮ್ ತಾರ್ಮೂನ್ ತು ಕ್ವಾರಂಟೈನ್ ಕು ಕರೆಚಿ .|ಘರೆಮ್ ತಮೆನ್ ಕ್ವಾರಂಟನ್ ಕು ಕರೆರೋ ?
ಅನೇಕ ಪುರುಷರು ಸರಿಯಾಗಿ ಬರೆಯಲು ತರಬೇತಿ ಪಡೆದಿಲ್ಲ .|ಘಣ ಮಾಟಿಓ ಠೀಕ್ ಲಕೆರೊ ತರಬೇತಿ ಲಿದೆಕೊಂತಿ .|ಕತ್ರಾಕೋ ಮಾಟಿ ಠೀಕ್ ಲಕ್ಕೇಕೊಂತಿ .
ನಿಮ್ಮ ಪ್ರಯತ್ನಗಳಿಗೆ ನೀವು ಪ್ರತಿಫಲವನ್ನು ಪಡೆಯುತ್ತೀರಿ .|ತಮಾರ್ ಪ್ರಯತ್ನ್ಯೆನ್ ತಮ್ ಪ್ರತಿಫಲ ಲೊಚೊ .|ತಮ್ ತಮಾರ್ ಪ್ರಯತ್ನ ವನುನ್ ತಮ್ ಪ್ರತಿಫಲ್ ಲೊಚೊ .
ನನ್ನ ಪಾಠ ಮಾಡಲು ನನ್ನ ಮೇಜಿನ ಬಳಿ ಕುಳಿತುಕೊಳ್ಳುತ್ತೇನೆ .|ಮ ಪಾಠಾ ಕರೆನ್ ಮಾರ್ ಟೇಬಲ್ ಪರ್ ಭೇಸುಚು .|ಮಾರ್ ಪಾಠಾ ಕರೆನ್ ಮಾರ್ ಟೇಬಲೆಚು .
ಅವರು ದಾಖಲೆಗಳನ್ನು ಹಿಂಪಡೆಯಲು ವಿಫಲರಾಗಿದ್ದಾರೆ .|ಓ ದಾಖಲೆ ಹೋಟೊ ಲೆಮಾಯಿ ವಿಫಲ ವೇಗೆಚ್ .|ಓ ದಾಖಲೆ ವನುನ್ ಹೊಟೊ ಲೆಸಾರು ಸೋತಗೆಚ್ .
ಅವನು ನಾನು ಅಂದುಕೊಂಡಿದ್ದಕ್ಕಿಂತ ಬುದ್ಧಿವಂತನಾಗಿದ್ದನು .|ಉ ಮ ಸಮಜ ಮಲಿಜೆತಿಭೀ ಜಾಸ್ತಿ ಸಾಣೊ ಛ .|ವು ಸಮಜೋ ಜೇತಿ ಬಿ ಮ ಸಾಣೋ ವೆತ್ತೋ .
ಲುಕ್ಕಡ್ ಏಳು ದೇವತೆಗಳ ಸೇವಕ .|ಲುಕ್ಕಡ್ ಸಾತ್ ದೇವೇನೂರ್ ಸೇವಕ್ ಚ .|ಲುಕ್ಕಿ ಸಾತ ದೇವಿನೂರ ಸೇವಕ .
ಆದರೆ ಅವಳು ಕೋಣೆಯ ಮೂಲೆಯಲ್ಲಿ ಬಂಧಿಯಾಗಿದ್ದಳು .|ಪಣ ವು ಘರೇರ್ ಏಕ್ ಮುಲ್ಲಿಮ್ ಕೈದ್ ವೇತ್ತಿ .|ಪಣ ವು ಏಕ್ ಖೋಲಿ ರ ಮುಲ್ಲಿಮ ಪಕಡಗಿ .
ಅದನ್ನು ಅಲಂಕರಿಸಲು ಕನ್ನಡಿಯನ್ನು ಬಳಸುತ್ತಾರೆ .|ವೊ ವೊನ ಅಲಂಕಾರ ಕರೇನ ಕಾಚೇರ ಉಪಯೋಗ ಕರಚ .|ವೊನ ಅಲಂಕಾರ ಕರೇನ ಕಾಚೆ ಉಪಯೋಗ ಕರಚ .
ಇದಕ್ಕೆ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯೊಂದೇ ಚಿಕಿತ್ಸೆ .|ಏರ್ ಎಕ್ಕಜ್ ಇಲಾಜ್ ಸರ್ಜರಿ ಚ .|ಏನ್ ಸರ್ಜರೇನ್ ಚಿಕಿತ್ಸೆ ಛ .
ಅವನಿಗೆ ಎತ್ತರದ ಮರಗಳನ್ನು ಹತ್ತುವ ಅಭ್ಯಾಸವಾಗಿದೆ .|ವೋನ ಲಾಂಬ್ ಝಾಡ್ ಚಡೇರ ರೂಡಿ ವೆಮೆಲಿಚ .|ವೋನ ಲಾಂಬೊ ಝಾಡ ಚಡೇರ್ ಅಭ್ಯಾಸ ಚ .
ಉಪ್ಪು ಮತ್ತು ಮೆಣಸು ರುಚಿಗೆ ಸೇರಿಸಲಾಗುತ್ತದೆ .|ನುಣ ಅನ ಕಾಳಿಮರ್ಚೆ ರುಚಿರ್ ವಾಸ ಘಾಲಚ .|ನುಣ ಅನ ಕಾಳಿ ಮರ್ಚಿನ ಘಾಲಚ .
ಉಲ್ಲಂಘಿಸುವವರ ವಿರುದ್ಧ ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗುವುದು .|ಉಲ್ಲಂಘನೆ ಕರಜೇರ್ ವಿರುದ್ಧ ಕ್ರಮ ಲಚ .|ಉಲ್ಲಂಘನೆ ಕರೆನ್ ವಿರುದ್ಧ ಕ್ರಮ ಲಚ .
ಆಹಾರವನ್ನು ಸೇವಿಸುವ ಮೊದಲು ನಿಮ್ಮ ವೈದ್ಯರನ್ನು ಪರೀಕ್ಷಿಸಿ .|ಖಾಣೊ ಖಾಯೇರ್ ಆಂಗ್ ತಮಾರ್ ಡಾಕ್ಟರೇತಿ ಪರೀಕ್ಷೆ ಕರಾವೋ .|ಖಾಣೊ ಖಾಯೆರ್ ಆಂಗ್ ತಮಾರ್ ಡಾಕ್ಟರೇನ್ ಪೂಚೊ .
ಹೆಚ್ಚಿನ ಜನರು ಅವರಿಗೆ ಅರ್ಹವಾದದ್ದನ್ನು ಪಡೆಯುತ್ತಾರೆ .|ಜಾಸ್ತ್ ಮಾಣಸೇನ ವುಜ್ ಮಳಚ ಜೆರ್ ವೊ ಹಕ್ಕ್ ದಾರ್ ಚ .|ಜಾಸ್ತಿ ಲೋಕ್ ವನುನ್ ಅರ್ಹತೆ ಲಚ .
ವಿವಾಹಿತ ಮಹಿಳೆಯರು ಮಾತ್ರ ಈ ಆಭರಣವನ್ನು ಧರಿಸುತ್ತಾರೆ .|ಬರೆ ವಾಯಾ ಕರಮಲ್ ಜೋಣ ಬಾಯಿಗೋಳೆ ಏ ಆಭರಣ ಘಾಲಸಕಚ .|ಬರೆ ವಾಯಾವಾಳ ಬಾಯಿಗೋಳೆ ಏ ಆಭರಣ ಘಾಲಚ .
ಬಂಧಿತ ಆರೋಪಿಯನ್ನು ಪೊಲೀಸರು ವಿಚಾರಣೆ ನಡೆಸುತ್ತಿದ್ದಾರೆ .|ಪಕಡಮಲೆ ಜೆ ಆರೋಪಿನುರ ಪೊಲೀಸ್ ವಿಚಾರಣೆ ಕರರೇಚ .|ಬಂಧಿತ ಆರೋಪಿನ ವಿಚಾರಣೆ ಕರ್ರೆಚ .
ಕಲಿಕೆಯು ಎಂದಿಗೂ ಮುಗಿಯದ ಪ್ರಕ್ರಿಯೆ .|ಸಿಕೇರ್ ಕನ್ನಾಯಿ ನ ಖುಟೆರ್ ಪ್ರಕ್ರಿಯಾ ಚ .|ಶಿಕಾ ಕನ್ನಾಯಿಭಿ ಮುಕ್ಸಾಯೆರ್ ಪ್ರಕ್ರಿಯೆ ಛ .
ವಿಜ್ಞಾನ ಮತ್ತು ಧರ್ಮ ಬೇರೆ ಬೇರೆ .|ವಿಜ್ಞಾನ ಅನ ಧರ್ಮ ದೊಯೀ ನಾಳಿ ನಾಳಿ ಚ .|ವಿದ್ನ್ಯಾನ ಅನ್ ಧಾರ್ಮ ನಾಳಿ ಛ .
ನಿಮಗೆ ಇಂದು ಸ್ವಲ್ಪ ಜ್ವರವಿದೆ, ಅಲ್ಲವೇ ?|ತೋನ್ ಆಜ್ ದಸೆಕ್ ತಾವ್ ಚ, ಹಾವ ಕೋನಿ ?|ತೋನ್ ಆಜ್ ದಸೆಕ್ ತಾವ್ ಆವ, ಹಾವ್ ಕೋನಿ ?
ಹದಿಹರೆಯದ ಬಾಲಕನನ್ನು ಬಂಧಿಸಲಾಗಿದೆ .|ಕುವಾರ್ ಛೋರಾನ್ ಗಿರಫ್ತಾರ ಕರಮಲೆತೆ .|ಮೋಠಾರೆರ್ ಛೋರಿ ವನುನ್ ಬಂಧನ್ ಕಿದೆಚ್ .
ಆನೆಗಳು ಬಾಳೆಹಣ್ಣು ತಿನ್ನಲು ಇಷ್ಟಪಡುತ್ತವೆ .|ಹಾಥಿ ನೋ ಕೇಳಾ ಖಾಯೇನ ಪಸಂದ್ ಪಡಚ .|ಆನೆ ಕೇಳಾ ಖಾಯೇನ ಪಸಂದ್ ಚ .
ಆಕೆಗೆ ವಿಚ್ಛೇದನ ನೀಡಲು ಬಯಸಿದ್ದರು .|ವು ವೊನ ವಿಚ್ಛೇದನ ದೇನ ಚಾವರೊತೊ .|ಓನ್ ವಿಚ್ಛೇದೇರ ಚಾವರೊತೊ .
ಅವನು ಕೆರೆಗೆ ಕಲ್ಲು ಎಸೆದನು .|ವು ವಾವಡಿರ್ ಮಾಯಿ ಭಾಟಾ ಫೆಕೊಚ .|ವು ತಳಾವೇಮ ಭಾಟಾ ಮಾರೋ .
ಅವರ ಶಿಕ್ಷಣ ಮತ್ತು ಕೌಶಲ್ಯಗಳನ್ನು ಪ್ರದರ್ಶಿಸುವುದು ಕಡ್ಡಾಯವಾಗಿದೆ .|ವುನೇರ್ ಶಿಕ್ಷಣ ಅನ ಕೋಶಲ್ಯ ದಕಾಳೆರ್ ಅನಿವಾರ್ಯ ಚ .|ವನೂರ್ ಶಿಕ್ಷಣ ಅನ್ ಕೌಶಲ್ಯ ಪ್ರದರ್ಶನ ಕರೆರ್ ಪ್ರದರ್ಶನ ಛ .
ಇದಲ್ಲದೆ, ಅವರು ಮದುವೆಗಳನ್ನು ಸ್ಥಾಪಿಸುವಲ್ಲಿ ನಿರತರಾಗಿದ್ದರು .|ಯೇನ ಛೋಡನ ವೊ ವಾಯಾ ಕರಾವಚ .|ಯೇನ ಛೋಡನ ವೊ ವಾಯಾನ ಸ್ಥಾಪನೆ ಕರಚ .
ಮನೆಯ ಕೆಲಸದ ವಿಷಯದಲ್ಲಿ ಭಿನ್ನಾಭಿಪ್ರಾಯ ಉಂಟಾಗುತ್ತದೆ .|ಘರೇರ್ ಕಾಮೇರ ವಾಸ ಮತಭೇದ ವಚ .|ಘರೇರ್ ಕಾಮೇರ್ ವಿಷಯ ನಾಳಿ ವಚ .
ಕೆಲವೊಮ್ಮೆ ಹಾಡುವಿಕೆಯು ಅಶ್ಲೀಲ ವಿಷಯಕ್ಕೆ ಕಾರಣವಾಗುತ್ತದೆ .|ಏಕ್ ಏಕ್ ಸಲಾ ಹೊಲಸ ಗೀದೆ ಗೀದಗಾವಚ .|ಏಕ್ ಏಕ್ ಸಲಾ ಗೀದಗಾವಿಕತಾ ರ ಹೊಲಸ್ ವಿಚಾರ್ ವಚ .
ಅವರು ಹಿಟ್ಟಿನಿಂದ ಮಾಡಿದ ಹಿಟ್ಟಿನ ಒಂದು ರೀತಿಯ ಉಂಡೆಯನ್ನು ಮಾಡುತ್ತಾರೆ .|ವೊ ಆಟೆತಿ ಏಕ್ ಉಂಡಿ ಕರಚ .|ವೊ ಆಟೆರ ಆಟೇತಿ ಕರಚ .
ಸುಣ್ಣದ ಜೊತೆಗೆ ಮೂರು ವೀಳ್ಯದೆಲೆಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಲಾಗುತ್ತದೆ .|ತೀನ್ ಪಾನೇರ್ ಜೋಡಿ ಚುನ್ನೋ ಲಚ .|ಚುನ್ಯಾ ಜೋಡಿ ತೀನ್ ಪಾನ್ ಲಚ .
ಅವನು ತನ್ನ ಎಲ್ಲಾ ಸಹೋದ್ಯೋಗಿಗಳಿಗಿಂತ ಜೂನಿಯರ್ .|ವು ವೊರ್ ಜೋಡಿ ಕಾಮ್ ಕರೆವಾಳ್ ಸೇತಿ ನಾಣಕ್ಯ ಚ .|ವು ವೋರ ಸೆ ಉದ್ಯೋದ್ಯೋದ್ಯೆತಿ ಜಾಸ್ತ್ ಜಿನಿಯರ್ ಚ .
ಅವಳು ತುಂಬಾ ಮಹತ್ವಾಕಾಂಕ್ಷೆಯುಳ್ಳವಳು .|ಉ ಘಣ ಮಹತ್ವಾಕಾಂಕ್ಶಿರ್ ಛ .|ವು ಘಣ್ ಮಹತ್ವಾಕಾಂಕ್ಷಿ ಚ .
ಆ ಅಂಶವನ್ನು ಹೊರತುಪಡಿಸಿ ಉಳಿದ ಎಲ್ಲಾ ಅಂಶಗಳು ಸರಿಯಾಗಿವೆ .|ಉ ಏಕ್ ಅಂಶ ಛೋಡದೇನ ದುಸರ್ ಸೆ ಅಂಶ ಠೀಕ್ ಛ .|ವೊ ಅಂಶ ತಿ ಛೋಡನ ರೇಮಲೋ ಜೋಣ ಸೆ ಅಂಶ ಠೀಕ್ ಚ .
ಮಹೇಂದ್ರ ಮತ್ತಿತರರು ವಿವಾಹ ಸಮಾರಂಭದಲ್ಲಿ ಉಪಸ್ಥಿತರಿದ್ದರು .|ಮಹೇಂದ್ರ ಅನ್ ದುಸರ್ ಸೆ ವಾಯಾಮಾಯಿ ಆಮ್ಲೆತೆ .|ಮಹಂದ್ರ ಅನ್ ದುಸರ್ ವಾಯಾವಾಳ್ ವಾಯಾರ ಸಮಾರಂಭ ವೆತ್ತೆ .
ಉರಿಯುವ ಒಲೆಯ ಮಸುಕಾದ ಬೆಳಕು ಇದ್ದಂತೆ .|ಚುಲೆಮ ಲಗರೋ ಜೆ ಅಂಗಾರೇರ ವಜಾಳೋ ಕಾಮ್ ವೆತ್ತೋ ಜೇತಿ .|ಉರಿಯಾಲಿ ಒಂಲಿರ ವಜಾಳೋ ವೇತ್ತಿ .
ಅಸಮರ್ಪಕ ಜೀರ್ಣಕ್ರಿಯೆಯಿಂದ ನನಗೆ ಆರೋಗ್ಯವಾಗುತ್ತಿಲ್ಲ .|ಊಟಾ ಜೀರ್ಣ ವೆರಿಕೊಂತಿ ಜೇತಿ ಮನ್ ಆರಾಮ್ ಲಾಗರಿಕೊಂತಿ .|ಅಸಮರ್ಪಲ ಜಟಿಲ ತಿ ಮನ್ ಅರಾಮ್ ವೆರಿಕೊಂತಿ .
ಇದು ಆರೋಗ್ಯಕರ ತೂಕವನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳಲು ಸಹ ನಿಮಗೆ ಸಹಾಯ ಮಾಡುತ್ತದೆ .|ಈ ತಮೇನ ಆರೋಗ್ಯಕರ ವಜನ್ ರಕಾಡೇನ್ ಬಿ ಸಹಾಯ ಕರಚ .|ಈ ಆರೋಗ್ಯಕರ ತುಕಮ್ ಕರೆನ್ ಭೀ ತಮೆನ್ ಮದತ್ ಕರಚ .
ಹಿತ್ತಾಳೆಯು ತಾಮ್ರ ಮತ್ತು ಸತುವನ್ನು ಹೊಂದಿರುತ್ತದೆ .|ಹಿತ್ತಾಳೆಮಾಯಿ ತಾಂಬ್ರ ಅನ್ ಸತು ರಚ್ .|ಪಿತ್ರಾಮ್ ತಾಲ ಅನ ಗಾವಡಿನ ರಚ .
ಆರೋಗ್ಯ ಪರಿವರ್ತನೆಯು ಸಾಮಾಜಿಕ ಪ್ರಗತಿಯ ಕೇಂದ್ರ ಲಕ್ಷಣವಾಗಿರಬೇಕು .|ಆರೋಗ್ಯ ಪರಿವರ್ತನೆ ಸಮಾಜೇರ ಪ್ರಗತಿರ ಕೇಂದ್ರ ಲಕ್ಷಣ ವೇಣು .|ಆರೋಗ್ಯ ಪರಿವರ್ತನೆ ಸಾಮಾಜಿಕ ಪ್ರಗತಿರ ಕೇಂದ್ರ ರೇಣು .
ಪುಸ್ತಕದ ಕೊನೆಯ ಭಾಗವು ಆತುರದ ಲಕ್ಷಣಗಳನ್ನು ತೋರಿಸುತ್ತದೆ .|ಪುಸ್ತಕೇರ ಅಂತೇರ ಭಾಗೇಮ್ ಗಡಬಡೆರ್ ಲಕ್ಷಣ ದಿಕಾವಚ .|ಪುಸ್ತಕೇರ ಆಖರಿ ಭಾಗೇರ ಲಕ್ಷಣ ದಕಾಳಚ .
ರವಿಕೆಗಳ ತೋಳುಗಳ ಮೇಲೆ ಅಲಂಕಾರ ಮಾಡಲಾಗಿರುತ್ತದೆ .|ಕಾಂಚಳಿನ ತೊಳೆಪರ ಅಲಂಕಾರ ಕರಮಲಚ .|ರತಳಾನೂರ ಹಾತೆಪರ ಅಲಂಕಾರ್ ಕರಚ .
ಮರೋನಿಗೆ ಪ್ರತ್ಯೇಕತೆಯ ನೋವನ್ನು ಅನುಭವಿಸಲು ಪ್ರಾರಂಭಿಸಿತು .|ಮಾರೋನಿನ ದೂರ ವೆರೋಚ ಕೇನ ದುಃಖ ವೇಲಗೋ .|ಮಾರೋನ ದೂರ ವ ಜೋಣ ದುಃಖ್ ವಿ .
ನಾನು ತುಂಬಾ ದಣಿದಿದ್ದೇನೆ, ನಾನು ಮುಂದುವರಿಯಲು ಸಾಧ್ಯವಿಲ್ಲ .|ಮ ಘಣ ಹರಗೀಚು ಮನ್ ಅಬ್ಬೆ ಧಾಸೆರ್ ವೆನಿ .|ಮನ್ ಘಣ್ ಸುಸ್ತ್ ವೇಗೋಚ, ಮನ್ ಆಂಗ್ ಜಾಯೆರ್ ವೇನಿ .
ಭಾಗವು ತುಂಬಾ ಕಷ್ಟಕರವಾಗಿದೆ, ನಾನು ಅದನ್ನು ಗ್ರಹಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ .|ಈ ಭಾಗ ಘಣ ಕಠಿಣ್ ಛ ಏನ್ ಓದೆನ್ ಕಷ್ಟಾ ವಚ .|ಭಾಗ್ ಘಣ ಕಷ್ಟಾ ಛ, ಮನ್ ಕರೆನ್ ವೆನಿ .
ಸ್ಫೋಟದ ನಂತರ ಗುಂಡಿನ ಚಕಮಕಿ ನಡೆಯಿತು .|ಸ್ಫೋಟ ಹುಯಿ ಜೇರ್ಪಚ ಗೋಳಿ ಚಲಾಯೆಚ್ .|ಸ್ಫೋಟ ಲಾರ್ತಿ ಗುಂಡೇರ್ ಚಕಮಕಿ ಚಾಲು ವೇಗಿ .
ಕ್ರಿಮಿಕೀಟಗಳು ನಮ್ಮ ಆಸ್ತಿಯನ್ನು ನಾಶಮಾಡುತ್ತವೆ .|ಕೀಡಾ ಮಕೋಡಾನೋ ಅಪಣ ಆಸ್ತಿ ಹಾಳ್ ಕರಚ .|ಕ್ರಿಮಿಕ್ ಹಮಾರ್ ಆಸ್ತಿ ನಾಶ ಕರಚ .
ಕಾರ್ಮಿಕರಿಗೆ ತಂಬಾಕು ಮತ್ತು ಬೀಡಿಗಳನ್ನು ಸಹ ನೀಡಲಾಗುತ್ತದೆ .|ಕಾಮಕರೆವಾಳೆನ ತಂಬಾಕು ಅನ ಬಿಡಿ ಭಿ ದಚ .|ಕಾಮ್ ಕರೆವಾಳೆನ್ ತಂಬಾಕು ಅನ್ ಬೀಡಿ ಭೀ ದಚ .
